Sex;Provinces;Rates;Periodo;Total
Both sexes;36 Pontevedra;Employment rate;2023QIII;49,01
Both sexes;36 Pontevedra;Employment rate;2023QII;48,46
Both sexes;36 Pontevedra;Employment rate;2023QI;47,56
Both sexes;36 Pontevedra;Employment rate;2022QIV;47,66
Both sexes;36 Pontevedra;Employment rate;2022QIII;46,73
Both sexes;36 Pontevedra;Employment rate;2022QII;47,26
Both sexes;36 Pontevedra;Employment rate;2022QI;46,9
Both sexes;36 Pontevedra;Employment rate;2021QIV;46,58
Both sexes;36 Pontevedra;Employment rate;2021QIII;47,21
Both sexes;36 Pontevedra;Employment rate;2021QII;45,79
Both sexes;36 Pontevedra;Employment rate;2021QI;45,01
Both sexes;26 Rioja, La;Activity rate;2023QIV;58,46
Both sexes;26 Rioja, La;Activity rate;2023QIII;60,02
Both sexes;26 Rioja, La;Activity rate;2023QII;59,21
Both sexes;26 Rioja, La;Activity rate;2023QI;59,59
Both sexes;26 Rioja, La;Activity rate;2022QIV;59,71
Both sexes;26 Rioja, La;Activity rate;2022QIII;59,39
Both sexes;26 Rioja, La;Activity rate;2022QII;60,27
Both sexes;26 Rioja, La;Activity rate;2022QI;59,99
Both sexes;26 Rioja, La;Activity rate;2021QIV;59,73
Both sexes;26 Rioja, La;Activity rate;2021QIII;60,6
Both sexes;26 Rioja, La;Activity rate;2021QII;60,83
Both sexes;26 Rioja, La;Activity rate;2021QI;58,61
Both sexes;26 Rioja, La;Unemployment rate;2023QIV;9,52
Both sexes;26 Rioja, La;Unemployment rate;2023QIII;9,61
Both sexes;26 Rioja, La;Unemployment rate;2023QII;7,46
Both sexes;26 Rioja, La;Unemployment rate;2023QI;10,06
Both sexes;26 Rioja, La;Unemployment rate;2022QIV;8,6
Both sexes;26 Rioja, La;Unemployment rate;2022QIII;8,03
Both sexes;26 Rioja, La;Unemployment rate;2022QII;10,19
Both sexes;26 Rioja, La;Unemployment rate;2022QI;11,21
Both sexes;26 Rioja, La;Unemployment rate;2021QIV;10,45
Both sexes;26 Rioja, La;Unemployment rate;2021QIII;12,21
Both sexes;26 Rioja, La;Unemployment rate;2021QII;11,52
Both sexes;26 Rioja, La;Unemployment rate;2021QI;11,9
Both sexes;26 Rioja, La;Employment rate;2023QIV;52,89
Both sexes;26 Rioja, La;Employment rate;2023QIII;54,26
Both sexes;26 Rioja, La;Employment rate;2023QII;54,8
Both sexes;26 Rioja, La;Employment rate;2023QI;53,59
Both sexes;26 Rioja, La;Employment rate;2022QIV;54,58
Both sexes;26 Rioja, La;Employment rate;2022QIII;54,62
Both sexes;26 Rioja, La;Employment rate;2022QII;54,13
Both sexes;26 Rioja, La;Employment rate;2022QI;53,27
Both sexes;26 Rioja, La;Employment rate;2021QIV;53,49
Both sexes;26 Rioja, La;Employment rate;2021QIII;53,21
Both sexes;26 Rioja, La;Employment rate;2021QII;53,82
Both sexes;26 Rioja, La;Employment rate;2021QI;51,63
Both sexes;37 Salamanca;Activity rate;2023QIV;53,44
Both sexes;37 Salamanca;Activity rate;2023QIII;55,12
Both sexes;37 Salamanca;Activity rate;2023QII;54,17
Both sexes;37 Salamanca;Activity rate;2023QI;54,23
Both sexes;37 Salamanca;Activity rate;2022QIV;54,45
Both sexes;37 Salamanca;Activity rate;2022QIII;54,45
Both sexes;37 Salamanca;Activity rate;2022QII;55,83
Both sexes;37 Salamanca;Activity rate;2022QI;55,05
Both sexes;37 Salamanca;Activity rate;2021QIV;53,94
Both sexes;37 Salamanca;Activity rate;2021QIII;55,02
Both sexes;37 Salamanca;Activity rate;2021QII;53,02
Both sexes;37 Salamanca;Activity rate;2021QI;52,92
Both sexes;37 Salamanca;Unemployment rate;2023QIV;10,56
Both sexes;37 Salamanca;Unemployment rate;2023QIII;11,23
Both sexes;37 Salamanca;Unemployment rate;2023QII;9,99
Both sexes;37 Salamanca;Unemployment rate;2023QI;10,67
Both sexes;37 Salamanca;Unemployment rate;2022QIV;10,42
Both sexes;37 Salamanca;Unemployment rate;2022QIII;11,11
Both sexes;37 Salamanca;Unemployment rate;2022QII;10,3
Both sexes;37 Salamanca;Unemployment rate;2022QI;12,18
Both sexes;37 Salamanca;Unemployment rate;2021QIV;11,45
Both sexes;37 Salamanca;Unemployment rate;2021QIII;12,56
Both sexes;37 Salamanca;Unemployment rate;2021QII;12,72
Both sexes;37 Salamanca;Unemployment rate;2021QI;16,24
Both sexes;37 Salamanca;Employment rate;2023QIV;47,8
Both sexes;37 Salamanca;Employment rate;2023QIII;48,92
Both sexes;37 Salamanca;Employment rate;2023QII;48,76
Both sexes;37 Salamanca;Employment rate;2023QI;48,44
Both sexes;37 Salamanca;Employment rate;2022QIV;48,77
Both sexes;37 Salamanca;Employment rate;2022QIII;48,39
Both sexes;37 Salamanca;Employment rate;2022QII;50,08
Both sexes;37 Salamanca;Employment rate;2022QI;48,35
Both sexes;37 Salamanca;Employment rate;2021QIV;47,76
Both sexes;37 Salamanca;Employment rate;2021QIII;48,11
Both sexes;37 Salamanca;Employment rate;2021QII;46,28
Both sexes;37 Salamanca;Employment rate;2021QI;44,32
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2023QIV;59,45
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2023QIII;57,72
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2023QII;58,4
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2023QI;57,17
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2022QIV;57,21
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2022QIII;56,08
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2022QII;57,67
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2022QI;58,69
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2021QIV;58,71
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2021QIII;58,23
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2021QII;56,34
Both sexes;38 Santa Cruz de Tenerife;Activity rate;2021QI;55,86
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2023QIV;16,94
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2023QIII;15,86
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2023QII;16,17
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2023QI;19,31
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2022QIV;16,01
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2022QIII;17,84
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2022QII;17,43
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2022QI;20,06
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2021QIV;19,76
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2021QIII;23,48
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2021QII;25,61
Both sexes;38 Santa Cruz de Tenerife;Unemployment rate;2021QI;25,18
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2023QIV;49,37
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2023QIII;48,57
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2023QII;48,96
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2023QI;46,13
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2022QIV;48,05
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2022QIII;46,07
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2022QII;47,62
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2022QI;46,92
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2021QIV;47,11
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2021QIII;44,55
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2021QII;41,91
Both sexes;38 Santa Cruz de Tenerife;Employment rate;2021QI;41,8
Both sexes;40 Segovia;Activity rate;2023QIV;59,18
Both sexes;40 Segovia;Activity rate;2023QIII;60,42
Both sexes;40 Segovia;Activity rate;2023QII;61,28
Both sexes;40 Segovia;Activity rate;2023QI;58,81
Both sexes;40 Segovia;Activity rate;2022QIV;58,1
Both sexes;40 Segovia;Activity rate;2022QIII;59,91
Both sexes;40 Segovia;Activity rate;2022QII;59,18
Both sexes;40 Segovia;Activity rate;2022QI;57,79
Both sexes;40 Segovia;Activity rate;2021QIV;57,66
Both sexes;40 Segovia;Activity rate;2021QIII;59,53
Both sexes;40 Segovia;Activity rate;2021QII;60,06
Both sexes;40 Segovia;Activity rate;2021QI;57,6
Both sexes;40 Segovia;Unemployment rate;2023QIV;8,01
Both sexes;40 Segovia;Unemployment rate;2023QIII;10,17
Both sexes;40 Segovia;Unemployment rate;2023QII;6,64
Both sexes;40 Segovia;Unemployment rate;2023QI;7,51
Both sexes;40 Segovia;Unemployment rate;2022QIV;7,23
Both sexes;40 Segovia;Unemployment rate;2022QIII;9,64
Both sexes;40 Segovia;Unemployment rate;2022QII;7,74
Both sexes;40 Segovia;Unemployment rate;2022QI;8,94
Both sexes;40 Segovia;Unemployment rate;2021QIV;10,1
Both sexes;40 Segovia;Unemployment rate;2021QIII;8,17
Both sexes;40 Segovia;Unemployment rate;2021QII;10,91
Both sexes;40 Segovia;Unemployment rate;2021QI;9,62
Both sexes;40 Segovia;Employment rate;2023QIV;54,43
Both sexes;40 Segovia;Employment rate;2023QIII;54,27
Both sexes;40 Segovia;Employment rate;2023QII;57,22
Both sexes;40 Segovia;Employment rate;2023QI;54,4
Both sexes;40 Segovia;Employment rate;2022QIV;53,9
Both sexes;40 Segovia;Employment rate;2022QIII;54,14
Both sexes;40 Segovia;Employment rate;2022QII;54,6
Both sexes;40 Segovia;Employment rate;2022QI;52,62
Both sexes;40 Segovia;Employment rate;2021QIV;51,83
Both sexes;40 Segovia;Employment rate;2021QIII;54,67
Both sexes;40 Segovia;Employment rate;2021QII;53,51
Both sexes;40 Segovia;Employment rate;2021QI;52,06
Both sexes;41 Sevilla;Activity rate;2023QIV;58,21
Both sexes;41 Sevilla;Activity rate;2023QIII;57,91
Both sexes;41 Sevilla;Activity rate;2023QII;58,18
Both sexes;41 Sevilla;Activity rate;2023QI;58,8
Both sexes;41 Sevilla;Activity rate;2022QIV;58,14
Both sexes;41 Sevilla;Activity rate;2022QIII;59,19
Both sexes;41 Sevilla;Activity rate;2022QII;57,59
Both sexes;41 Sevilla;Activity rate;2022QI;57,96
Both sexes;41 Sevilla;Activity rate;2021QIV;58,59
Both sexes;41 Sevilla;Activity rate;2021QIII;58,14
Both sexes;41 Sevilla;Activity rate;2021QII;58,63
Both sexes;41 Sevilla;Activity rate;2021QI;57,43
Both sexes;41 Sevilla;Unemployment rate;2023QIV;15,69
Both sexes;41 Sevilla;Unemployment rate;2023QIII;16,25
Both sexes;41 Sevilla;Unemployment rate;2023QII;17,73
Both sexes;41 Sevilla;Unemployment rate;2023QI;16,89
Both sexes;41 Sevilla;Unemployment rate;2022QIV;16,06
Both sexes;41 Sevilla;Unemployment rate;2022QIII;17,57
Both sexes;41 Sevilla;Unemployment rate;2022QII;17,89
Both sexes;41 Sevilla;Unemployment rate;2022QI;17,95
Both sexes;41 Sevilla;Unemployment rate;2021QIV;19,92
Both sexes;41 Sevilla;Unemployment rate;2021QIII;23,05
Both sexes;41 Sevilla;Unemployment rate;2021QII;21,35
Both sexes;41 Sevilla;Unemployment rate;2021QI;23,81
Both sexes;41 Sevilla;Employment rate;2023QIV;49,08
Both sexes;41 Sevilla;Employment rate;2023QIII;48,5
Both sexes;41 Sevilla;Employment rate;2023QII;47,87
Both sexes;41 Sevilla;Employment rate;2023QI;48,87
Both sexes;41 Sevilla;Employment rate;2022QIV;48,8
Both sexes;41 Sevilla;Employment rate;2022QIII;48,79
Both sexes;41 Sevilla;Employment rate;2022QII;47,29
Both sexes;41 Sevilla;Employment rate;2022QI;47,56
Both sexes;41 Sevilla;Employment rate;2021QIV;46,92
Both sexes;41 Sevilla;Employment rate;2021QIII;44,74
Both sexes;41 Sevilla;Employment rate;2021QII;46,11
Both sexes;41 Sevilla;Employment rate;2021QI;43,76
Both sexes;42 Soria;Activity rate;2023QIV;60,21
Both sexes;42 Soria;Activity rate;2023QIII;57,57
Both sexes;42 Soria;Activity rate;2023QII;55,8
Both sexes;42 Soria;Activity rate;2023QI;55,9
Both sexes;42 Soria;Activity rate;2022QIV;58,05
Both sexes;42 Soria;Activity rate;2022QIII;60,37
Both sexes;42 Soria;Activity rate;2022QII;60,4
Both sexes;42 Soria;Activity rate;2022QI;59,1
Both sexes;42 Soria;Activity rate;2021QIV;58,91
Both sexes;42 Soria;Activity rate;2021QIII;59
Both sexes;42 Soria;Activity rate;2021QII;59,94
Both sexes;42 Soria;Activity rate;2021QI;55,76
Both sexes;42 Soria;Unemployment rate;2023QIV;5,36
Both sexes;42 Soria;Unemployment rate;2023QIII;7,69
Both sexes;42 Soria;Unemployment rate;2023QII;8
Both sexes;42 Soria;Unemployment rate;2023QI;11,33
Both sexes;42 Soria;Unemployment rate;2022QIV;7,87
Both sexes;42 Soria;Unemployment rate;2022QIII;8,03
Both sexes;42 Soria;Unemployment rate;2022QII;7,32
Both sexes;42 Soria;Unemployment rate;2022QI;8,07
Both sexes;42 Soria;Unemployment rate;2021QIV;6,99
Both sexes;42 Soria;Unemployment rate;2021QIII;6,16
Both sexes;42 Soria;Unemployment rate;2021QII;11,05
Both sexes;42 Soria;Unemployment rate;2021QI;9,73
Both sexes;42 Soria;Employment rate;2023QIV;56,99
Both sexes;42 Soria;Employment rate;2023QIII;53,14
Both sexes;42 Soria;Employment rate;2023QII;51,34
Both sexes;42 Soria;Employment rate;2023QI;49,57
Both sexes;42 Soria;Employment rate;2022QIV;53,48
Both sexes;42 Soria;Employment rate;2022QIII;55,53
Both sexes;42 Soria;Employment rate;2022QII;55,98
Both sexes;42 Soria;Employment rate;2022QI;54,33
Both sexes;42 Soria;Employment rate;2021QIV;54,79
Both sexes;42 Soria;Employment rate;2021QIII;55,36
Both sexes;42 Soria;Employment rate;2021QII;53,32
Both sexes;42 Soria;Employment rate;2021QI;50,33
Both sexes;43 Tarragona;Activity rate;2023QIV;58,71
Both sexes;43 Tarragona;Activity rate;2023QIII;60,38
Both sexes;43 Tarragona;Activity rate;2023QII;58,94
Both sexes;43 Tarragona;Activity rate;2023QI;57,74
Both sexes;43 Tarragona;Activity rate;2022QIV;57,22
Both sexes;43 Tarragona;Activity rate;2022QIII;57,78
Both sexes;43 Tarragona;Activity rate;2022QII;56,53
Both sexes;43 Tarragona;Activity rate;2022QI;56,08
Both sexes;43 Tarragona;Activity rate;2021QIV;56,42
Both sexes;43 Tarragona;Activity rate;2021QIII;59,04
Both sexes;43 Tarragona;Activity rate;2021QII;57,71
Both sexes;43 Tarragona;Activity rate;2021QI;59,02
Both sexes;43 Tarragona;Unemployment rate;2023QIV;14,45
Both sexes;43 Tarragona;Unemployment rate;2023QIII;9,59
Both sexes;43 Tarragona;Unemployment rate;2023QII;7,96
Both sexes;43 Tarragona;Unemployment rate;2023QI;11,9
Both sexes;43 Tarragona;Unemployment rate;2022QIV;9,81
Both sexes;43 Tarragona;Unemployment rate;2022QIII;10,76
Both sexes;43 Tarragona;Unemployment rate;2022QII;10,63
Both sexes;43 Tarragona;Unemployment rate;2022QI;12,82
Both sexes;43 Tarragona;Unemployment rate;2021QIV;12,62
Both sexes;43 Tarragona;Unemployment rate;2021QIII;11,76
Both sexes;43 Tarragona;Unemployment rate;2021QII;12,67
Both sexes;43 Tarragona;Unemployment rate;2021QI;15,51
Both sexes;43 Tarragona;Employment rate;2023QIV;50,23
Both sexes;43 Tarragona;Employment rate;2023QIII;54,59
Both sexes;43 Tarragona;Employment rate;2023QII;54,25
Both sexes;43 Tarragona;Employment rate;2023QI;50,86
Both sexes;43 Tarragona;Employment rate;2022QIV;51,6
Both sexes;43 Tarragona;Employment rate;2022QIII;51,56
Both sexes;43 Tarragona;Employment rate;2022QII;50,52
Both sexes;43 Tarragona;Employment rate;2022QI;48,9
Both sexes;43 Tarragona;Employment rate;2021QIV;49,3
Both sexes;43 Tarragona;Employment rate;2021QIII;52,09
Both sexes;43 Tarragona;Employment rate;2021QII;50,4
Both sexes;43 Tarragona;Employment rate;2021QI;49,86
Both sexes;44 Teruel;Activity rate;2023QIV;58,28
Both sexes;44 Teruel;Activity rate;2023QIII;57,72
Both sexes;44 Teruel;Activity rate;2023QII;57,42
Both sexes;44 Teruel;Activity rate;2023QI;55,34
Both sexes;44 Teruel;Activity rate;2022QIV;54,86
Both sexes;44 Teruel;Activity rate;2022QIII;56,96
Both sexes;44 Teruel;Activity rate;2022QII;57,96
Both sexes;44 Teruel;Activity rate;2022QI;58,31
Both sexes;44 Teruel;Activity rate;2021QIV;56,69
Both sexes;44 Teruel;Activity rate;2021QIII;57,87
Both sexes;44 Teruel;Activity rate;2021QII;57,17
Both sexes;44 Teruel;Activity rate;2021QI;54,83
Both sexes;44 Teruel;Unemployment rate;2023QIV;9,46
Both sexes;44 Teruel;Unemployment rate;2023QIII;8,31
Both sexes;44 Teruel;Unemployment rate;2023QII;8,85
Both sexes;44 Teruel;Unemployment rate;2023QI;11,14
Both sexes;44 Teruel;Unemployment rate;2022QIV;9,73
Both sexes;44 Teruel;Unemployment rate;2022QIII;6,53
Both sexes;44 Teruel;Unemployment rate;2022QII;9,07
Both sexes;44 Teruel;Unemployment rate;2022QI;10,35
Both sexes;44 Teruel;Unemployment rate;2021QIV;7,33
Both sexes;44 Teruel;Unemployment rate;2021QIII;7,05
Both sexes;44 Teruel;Unemployment rate;2021QII;8,55
Both sexes;44 Teruel;Unemployment rate;2021QI;10,6
Both sexes;44 Teruel;Employment rate;2023QIV;52,77
Both sexes;44 Teruel;Employment rate;2023QIII;52,93
Both sexes;44 Teruel;Employment rate;2023QII;52,34
Both sexes;44 Teruel;Employment rate;2023QI;49,17
Both sexes;44 Teruel;Employment rate;2022QIV;49,52
Both sexes;44 Teruel;Employment rate;2022QIII;53,24
Both sexes;44 Teruel;Employment rate;2022QII;52,7
Both sexes;44 Teruel;Employment rate;2022QI;52,28
Both sexes;44 Teruel;Employment rate;2021QIV;52,54
Both sexes;44 Teruel;Employment rate;2021QIII;53,79
Both sexes;44 Teruel;Employment rate;2021QII;52,28
Both sexes;44 Teruel;Employment rate;2021QI;49,02
Both sexes;45 Toledo;Activity rate;2023QIV;58,76
Both sexes;45 Toledo;Activity rate;2023QIII;60,71
Both sexes;45 Toledo;Activity rate;2023QII;61,26
Both sexes;45 Toledo;Activity rate;2023QI;61,01
Both sexes;45 Toledo;Activity rate;2022QIV;61,31
Both sexes;45 Toledo;Activity rate;2022QIII;61,46
Both sexes;45 Toledo;Activity rate;2022QII;62,04
Both sexes;45 Toledo;Activity rate;2022QI;61,87
Both sexes;45 Toledo;Activity rate;2021QIV;63,39
Both sexes;45 Toledo;Activity rate;2021QIII;63,58
Both sexes;45 Toledo;Activity rate;2021QII;63,17
Both sexes;45 Toledo;Activity rate;2021QI;59,79
Both sexes;45 Toledo;Unemployment rate;2023QIV;11,84
Both sexes;45 Toledo;Unemployment rate;2023QIII;11,93
Both sexes;45 Toledo;Unemployment rate;2023QII;13,43
Both sexes;45 Toledo;Unemployment rate;2023QI;16,55
Both sexes;45 Toledo;Unemployment rate;2022QIV;15,28
Both sexes;45 Toledo;Unemployment rate;2022QIII;15,56
Both sexes;45 Toledo;Unemployment rate;2022QII;14,93
Both sexes;45 Toledo;Unemployment rate;2022QI;13,02
Both sexes;45 Toledo;Unemployment rate;2021QIV;14,08
Both sexes;45 Toledo;Unemployment rate;2021QIII;17,13
Both sexes;45 Toledo;Unemployment rate;2021QII;18,28
Both sexes;45 Toledo;Unemployment rate;2021QI;16,77
Both sexes;45 Toledo;Employment rate;2023QIV;51,8
Both sexes;45 Toledo;Employment rate;2023QIII;53,47
Both sexes;45 Toledo;Employment rate;2023QII;53,03
Both sexes;45 Toledo;Employment rate;2023QI;50,92
Both sexes;45 Toledo;Employment rate;2022QIV;51,93
Both sexes;45 Toledo;Employment rate;2022QIII;51,9
Both sexes;45 Toledo;Employment rate;2022QII;52,77
Both sexes;45 Toledo;Employment rate;2022QI;53,81
Both sexes;45 Toledo;Employment rate;2021QIV;54,46
Both sexes;45 Toledo;Employment rate;2021QIII;52,69
Both sexes;45 Toledo;Employment rate;2021QII;51,62
Both sexes;45 Toledo;Employment rate;2021QI;49,77
Both sexes;46 Valencia/València;Activity rate;2023QIV;60,9
Both sexes;46 Valencia/València;Activity rate;2023QIII;60,95
Both sexes;46 Valencia/València;Activity rate;2023QII;59,4
Both sexes;46 Valencia/València;Activity rate;2023QI;60,11
Both sexes;46 Valencia/València;Activity rate;2022QIV;59,57
Both sexes;46 Valencia/València;Activity rate;2022QIII;59,83
Both sexes;46 Valencia/València;Activity rate;2022QII;59,18
Both sexes;46 Valencia/València;Activity rate;2022QI;58,81
Both sexes;46 Valencia/València;Activity rate;2021QIV;58,86
Both sexes;46 Valencia/València;Activity rate;2021QIII;59,65
Both sexes;46 Valencia/València;Activity rate;2021QII;59,54
Both sexes;46 Valencia/València;Activity rate;2021QI;57,47
Both sexes;46 Valencia/València;Unemployment rate;2023QIV;11,93
Both sexes;46 Valencia/València;Unemployment rate;2023QIII;11,55
Both sexes;46 Valencia/València;Unemployment rate;2023QII;11,39
Both sexes;46 Valencia/València;Unemployment rate;2023QI;12,53
Both sexes;46 Valencia/València;Unemployment rate;2022QIV;12,26
Both sexes;46 Valencia/València;Unemployment rate;2022QIII;13,78
Both sexes;46 Valencia/València;Unemployment rate;2022QII;12,36
Both sexes;46 Valencia/València;Unemployment rate;2022QI;11,65
Both sexes;46 Valencia/València;Unemployment rate;2021QIV;12,05
Both sexes;46 Valencia/València;Unemployment rate;2021QIII;15,26
Both sexes;46 Valencia/València;Unemployment rate;2021QII;16,11
Both sexes;46 Valencia/València;Unemployment rate;2021QI;14,75
Both sexes;46 Valencia/València;Employment rate;2023QIV;53,64
Both sexes;46 Valencia/València;Employment rate;2023QIII;53,91
